Product ID,Product Title,Previous hasMultiUnits,Unit Count,Fixed,Actions Taken,Unit 1 Name,Unit 1 Pack Qty,Unit 1 Price,Unit 1 Default,Unit 2 Name,Unit 2 Pack Qty,Unit 2 Price,Unit 2 Default,Unit 3 Name,Unit 3 Pack Qty,Unit 3 Price,Unit 3 Default,Unit 4 Name,Unit 4 Pack Qty,Unit 4 Price,Unit 4 Default
644501ab7094a0000851284b,"Premium T-Shirt",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17d3,"Himalaya Powder",true,1,true,"Set hasMultiUnits: false",pieces,1,170,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17d2,"Green Leaf Lettuce",true,1,true,"Set hasMultiUnits: false",pieces,1,12,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17d1,"Rainbow Chard",true,2,false,"",pieces,1,7.07,,pieces,1,7.07,true,,,,,,,,
644500c2839a5e0c2f5c17d0,"Clementine",true,0,false,"ERROR: No basicUnit defined",,,,,,,,,,,,,,,,
644500c2839a5e0c2f5c17cf,"Kale Sprouts",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ce,"Rainbow Peppers",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17cd,"Blueberry",true,1,true,"Set hasMultiUnits: false",pieces,1,211.96,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17cc,"Calabaza Squash",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17cb,"Lettuce",true,1,true,"Set hasMultiUnits: false",pieces,1,193.26,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ca,"Radicchio",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c9,"Parsley",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c8,"Strawberrie",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c7,"Cauliflower",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c6,"Organic Purple Cauliflower",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c5,"Ahold Acorn Squash",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c4,"Bok Choy Cabbage",true,1,true,"Set hasMultiUnits: false",pieces,1,50,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c3,"Strawberries Package",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c2,"Aloe Vera Leaf",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c1,"Pineapple Imported",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17c0,"Organic Broccoli",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17bf,"Organic Pinkerton Avocado",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17be,"Organic Kale",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17bd,"Yellow Sweet Corn",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17bc,"Green Cauliflower",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17bb,"Organic Greens Red Kale",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ba,"Organic Green Cauliflower",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b9,"Organic Ginger Root",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b8,"Organic Baby Carrot",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b7,"Organic Cherry Tomato",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b6,"Organic Bell Pepper",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b5,"Potatoes",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b4,"Mint",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b3,"Mini Pumpkin",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b2,"Organic White Radish",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b1,"Lacinato Dinosaur Kale",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17b0,"Iglotex Cauliflower",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17af,"French Green Beans",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ae,"Fennel Bulb",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ad,"Escarole",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ac,"Chinese Broccoli",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17ab,"Bicolor Sweet Corn",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17aa,"Asparagus",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a9,"Haitian Mangoe",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a8,"Fresh Dates",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a7,"Cranberries",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a6,"Mandarin Clementine",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a5,"Avocado juice Fruit",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a4,"Golden Garden Love Plum",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a3,"Golden Garden Blueberry Plum",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a2,"Dry Fig Loose",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a1,"Dates Loose",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c17a0,"Dates Iranian Loose",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c179f,"Paka Pape",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
644500c2839a5e0c2f5c179e,"Orange Imported",true,1,true,"Set hasMultiUnits: false",pieces,1,,true,,,,,,,,,,,,
